locus,oldLocus,gene,description,logFC,qvalue
VC_RS16135,VCA0570; VC_A0570,yciH,stress response translation initiation inhibitor YciH,1.10483547624799,0.000112496178619
VC_RS16140,VCA0571; VC_A0571,,DUF3319 domain-containing protein,0.608973302180135,0.0006474462696946
VC_RS16145,VCA0572; VC_A0572,,D-alanine--D-alanine ligase,-0.143050999117627,0.519734972593351
VC_RS16150,VCA0573; VC_A0573,,SPOR domain-containing protein,0.278391294965133,0.120051540841288
VC_RS16155,VCA0574; VC_A0574,,bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase,0.480272893468484,0.0676831114365375
VC_RS16160,VCA0575; VC_A0575,,LysR substrate-binding domain-containing protein,-0.0330538783471963,0.860114319096534
VC_RS16165,VCA0576; VC_A0576,,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,-0.910830087275574,0.011219409306663
VC_RS16170,VCA0578; VC_A0578,,SgrR family transcriptional regulator,0.328568724417724,0.0372594953251235
VC_RS16175,VCA0579; VC_A0579,,DUF3389 family protein,0.549037563125565,0.0297912097962308
VC_RS16180,VCA0580; VC_A0580,,hotdog fold thioesterase,0.389634380644489,0.0653859058765629
VC_RS16185,VCA0581; VC_A0581,,M48 family metallopeptidase,0.914596034859407,5.90008907830833e-05
VC_RS16190,VCA0582; VC_A0582,,RNA-binding S4 domain-containing protein,0.868974564301859,0.0045972135047424
VC_RS16195,VCA0583; VC_A0583,,substrate-binding periplasmic protein,0.54590563140365,0.16249320334488
VC_RS16200,VCA0584; VC_A0584,,glutathione S-transferase family protein,0.507756602146548,0.0232568501129939
VC_RS16205,VCA0585; VC_A0585,,glutathione S-transferase,0.3531375381898,0.251848161494958
VC_RS16210,VCA0586; VC_A0586,,TetR/AcrR family transcriptional regulator,-1.44538338720616,9.80948374353272e-05
VC_RS16215,VCA0587; VC_A0587,,PPC domain-containing DNA-binding protein,-1.73617167358103,0.0024548515704101
VC_RS16220,VCA0588; VC_A0588,,ABC transporter ATP-binding protein,1.3525161323628,7.47587491363936e-06
VC_RS16225,VCA0589; VC_A0589,,ABC transporter permease,1.55330767099761,4.11523213304917e-06
VC_RS16230,VCA0590; VC_A0590,,microcin C ABC transporter permease YejB,1.24705123896438,2.13351000067752e-06
VC_RS16235,VCA0591; VC_A0591,,extracellular solute-binding protein,0.653698027977202,0.0009916797784077
VC_RS16240,VCA0592; VC_A0592,,NUDIX hydrolase,0.60650812884412,0.0732188002306917
VC_RS16245,VCA0593; VC_A0593,,exopolyphosphatase,0.418232934938032,0.0994903136406266
VC_RS16250,VCA0594; VC_A0594,,putative hemolysin,2.55900919500899,4.53910857603762e-07
VC_RS16255,VCA0595; VC_A0595,,YdcF family protein,0.0870496071353854,0.672910611752828
VC_RS16260,VCA0596; VC_A0596,,peptide MFS transporter,-1.25072608764608,0.0004957310226795
VC_RS16265,VCA0599; VC_A0599,,DMT family transporter,-0.168030510633633,0.28916159544174
VC_RS16270,VCA0600; VC_A0600,phnR,phosphonate utilization transcriptional regulator PhnR,-0.244717757275853,0.145730790335743
VC_RS16275,VCA0601; VC_A0601,,putative 2-aminoethylphosphonate ABC transporter permease subunit,0.0877961707853142,0.71502482583605
VC_RS16280,VCA0602; VC_A0602,,putative 2-aminoethylphosphonate ABC transporter ATP-binding protein,-0.432999927590583,0.399405668276597
VC_RS16285,VCA0603; VC_A0603,,putative 2-aminoethylphosphonate ABC transporter substrate-binding protein,0.319211124815853,0.352778989002244
VC_RS16290,VCA0604; VC_A0604,phnW,2-aminoethylphosphonate--pyruvate transaminase,-0.454006950104784,0.322860965683495
VC_RS16295,VCA0605; VC_A0605,,aspartate aminotransferase family protein,1.06382518062584,0.0123055953521065
VC_RS16300,VCA0606; VC_A0606,phnX,phosphonoacetaldehyde hydrolase,0.423357644795135,0.185434739041171
VC_RS16305,VCA0607; VC_A0607,rnk,nucleoside diphosphate kinase regulator,0.730228316098423,0.0073207358302577
VC_RS16310,VCA0608; VC_A0608,yjjG,pyrimidine 5'-nucleotidase,-0.420312212835491,0.0233515889356985
VC_RS16315,VCA0610; VC_A0610,elbB,isoprenoid biosynthesis glyoxalase ElbB,0.750534754283213,0.141255850630784
VC_RS16320,VCA0612; VC_A0612,mscL,large-conductance mechanosensitive channel protein MscL,-0.0126768560832811,0.969277227306995
VC_RS16325,VCA0614; VC_A0614,,formate--tetrahydrofolate ligase,-1.20522222942441,9.40415236608436e-05
VC_RS16330,VCA0615; VC_A0615,msrB,peptide-methionine (R)-S-oxide reductase MsrB,-0.239662727563555,0.816076593866882
VC_RS16335,VCA0616; VC_A0616,folE,GTP cyclohydrolase I FolE,-0.388163438405696,0.0664690412442991
VC_RS16340,VCA0617; VC_A0617,moeA,molybdopterin molybdotransferase MoeA,-0.204638250743658,0.147491881422745
VC_RS16345,VCA0618; VC_A0618,moeB,molybdopterin-synthase adenylyltransferase MoeB,-0.213817708828469,0.167472609410306
VC_RS16350,VCA0619; VC_A0619,,VOC family protein,-0.185432015515575,0.569015939677035
VC_RS16355,VCA0620; VC_A0620,sseA,3-mercaptopyruvate sulfurtransferase,0.0610327838544891,0.810002661753728
VC_RS16360,VCA0621; VC_A0621,,sugar-binding transcriptional regulator,0.76238378617298,0.0068461732435384
VC_RS16365,VCA0623; VC_A0623,tal,transaldolase,0.0491773248085031,0.818544493302173
VC_RS16370,VCA0624; VC_A0624,tkt,transketolase,0.279797688043506,0.127501879318305
VC_RS16375,VCA0625; VC_A0625,,TonB-dependent receptor domain-containing protein,-3.11588234959409,4.64309478352605e-06
VC_RS16380,VCA0627; VC_A0627,,RNA methyltransferase,-0.915817893820455,0.0002218578141066
VC_RS16385,VCA0628; VC_A0628,,SEC-C metal-binding domain-containing protein,-0.378694457787664,0.391374159793265
VC_RS16390,VCA0629; VC_A0629,,AbrB family transcriptional regulator,-0.984847233179749,0.0032740894964103
VC_RS16395,VCA0630; VC_A0630,,D-2-hydroxyacid dehydrogenase family protein,-1.02217965639858,0.0025342506435741
VC_RS16400,VCA0631; VC_A0631,,GNAT family N-acetyltransferase,-1.03217327994656,0.0016727760320265
VC_RS16405,VCA0632; VC_A0632,,NUDIX hydrolase,-1.08533837857319,0.0012946455535749
VC_RS16410,VCA0633; VC_A0633,,GlpM family protein,-0.957775518204173,0.0001571639021487
VC_RS16415,VCA0634; VC_A0634,,tRNA (adenine(22)-N(1))-methyltransferase,0.585079749995296,0.032743960588726
VC_RS16420,VCA0635; VC_A0635,,LysR family transcriptional regulator,0.170072818113042,0.55598158844287
VC_RS16425,VCA0636; VC_A0636,,putative quinol monooxygenase,-0.435397597504716,0.176292583988007
VC_RS16430,VCA0637; VC_A0637,,oxygen-insensitive NAD(P)H-dependent nitroreductase NfsB,-0.397531027392655,0.12669849378641
VC_RS16435,VCA0638; VC_A0638,,efflux RND transporter permease subunit,0.655833597629301,0.0039411458040128
VC_RS16440,VCA0639; VC_A0639,,efflux RND transporter periplasmic adaptor subunit,0.197819665356297,0.560178158857404
VC_RS16445,VCA0640; VC_A0640,,YeeE/YedE family protein,0.0047908238522988,0.987066345609458
VC_RS16450,VCA0641; VC_A0641,,YeeE/YedE family protein,0.141243035777977,0.778645515948071
VC_RS16455,VCA0642; VC_A0642,,ArsR/SmtB family transcription factor,0.0167883972465019,0.984737015463362
VC_RS16460,VCA0643; VC_A0643,,YgaP family membrane protein,-0.0279539375840923,0.952853780844238
VC_RS16465,VCA0644; VC_A0644,,FAD-dependent oxidoreductase,0.485283406417674,0.0348187263347846
VC_RS16470,VCA0645; VC_A0645,,VOC family protein,1.85495615589619,3.31279041841763e-05
VC_RS16475,VCA0646; VC_A0646,,lysophospholipid acyltransferase family protein,0.962958047017293,0.15799696563839
VC_RS16480,VCA0647; VC_A0647,,YHS domain-containing (seleno)protein,1.12779230185851,0.274890540849832
VC_RS16485,VCA0648; VC_A0648,,NRDE family protein,-0.0781225123969277,0.94848705891083
VC_RS16490,VCA0649; VC_A0649,,hypothetical protein,-0.0428303793932982,0.971583914416925
VC_RS16495,VCA0650; VC_A0650,,hypothetical protein,0.526654914198379,0.603365335249183
VC_RS16500,VCA0651; VC_A0651,,DedA family protein,0.129682918722667,0.927405001986189
VC_RS16505,VCA0652; VC_A0652,,DUF3069 domain-containing protein,-0.0087695755772597,0.976289050539419
VC_RS16510,VCA0653; VC_A0653,,sucrose-specific PTS transporter subunit IIBC,1.20593212423279,0.0002186928212821
VC_RS16515,VCA0654; VC_A0654,,LacI family DNA-binding transcriptional regulator,0.625964097240813,0.0027416558325479
VC_RS16520,VCA0655; VC_A0655,,glycoside hydrolase family 32 protein,0.286994076992995,0.115071206770743
VC_RS16525,VCA0656; VC_A0656,,aminoimidazole riboside kinase,1.42592936430692,0.0003042585709446
VC_RS16530,VCA0657; VC_A0657,glpD,glycerol-3-phosphate dehydrogenase,0.906304605964994,0.0057786824270416
VC_RS16535,VCA0658; VC_A0658,,methyl-accepting chemotaxis protein,0.894454705627051,0.0088724399624924
VC_RS16540,VCA0659; VC_A0659,,OmpA family protein,-0.0403817088782903,0.862329719744267
VC_RS16545,VCA0661; VC_A0661,,FKBP-type peptidyl-prolyl cis-trans isomerase,-0.258498265545901,0.262778818527191
VC_RS16550,VCA0662; VC_A0662,,beta-phosphoglucomutase family hydrolase,0.68228128406539,0.0007363837748544
VC_RS16555,VCA0663; VC_A0663,,methyl-accepting chemotaxis protein,-0.472875966556657,0.0298008043904936
VC_RS16560,VCA0665; VC_A0665,dcuC,anaerobic C4-dicarboxylate transporter DcuC,-1.5106719347726,0.0101165531065343
VC_RS16565,VCA0666; VC_A0666,,L-serine ammonia-lyase,1.54063632859558,1.06535553418456e-06
VC_RS16570,VCA0667; VC_A0667,,sodium:solute symporter,1.32010768144333,1.60337204127533e-05
VC_RS16575,VCA0669; VC_A0669,,MFS transporter,1.3433621359983,0.002759288869303
VC_RS16580,VCA0671; VC_A0671,,nuclear transport factor 2 family protein,0.917500116821868,0.0138519417769712
VC_RS16585,VCA0673; VC_A0673,,LacI family DNA-binding transcriptional regulator,-0.29054350698206,0.0731017820780065
VC_RS16590,VCA0674; VC_A0674,,response regulator,-0.220962436775114,0.655246016024684
VC_RS16595,VCA0675; VC_A0675,narQ,nitrate/nitrite two-component system sensor histidine kinase NarQ,-0.682460056990103,0.0380432507742702
VC_RS16600,VCA0676; VC_A0676,napF,ferredoxin-type protein NapF,-1.6899385200476,0.0042451333762619
VC_RS16605,VCA0677; VC_A0677,,chaperone NapD,-1.94337669345481,0.0014710004074536
VC_RS16610,VCA0678; VC_A0678,napA,periplasmic nitrate reductase subunit alpha,-1.48666257811919,0.0097532492773808
VC_RS16615,VCA0679; VC_A0679,,nitrate reductase cytochrome c-type subunit,-1.77243168988004,0.0064717655835436
VC_RS16620,VCA0680; VC_A0680,,NapC/NirT family cytochrome c,-1.20795158302658,0.0467994848431178
VC_RS16625,,,TIGR02808 family protein,-1.21718639093945,0.0394413307742138
VC_RS16630,VCA0681; VC_A0681,,HD-GYP domain-containing protein,0.708865744534611,0.0047227980962566
VC_RS16635,VCA0682; VC_A0682,,response regulator transcription factor,1.6848340369732,3.78889386110388e-05
VC_RS16640,VCA0683; VC_A0683,uhpB,signal transduction histidine-protein kinase/phosphatase UhpB,1.06666874287583,0.0026986554581903
VC_RS16645,VCA0684; VC_A0684,,MFS transporter,1.08827792239329,0.0109303605444597
VC_RS16650,VCA0685; VC_A0685,,ABC transporter substrate-binding protein,0.702996936965776,0.0248605577802278
VC_RS16655,VCA0686; VC_A0686,,ABC transporter permease,0.306838319983841,0.310673381741743
VC_RS16660,VCA0687; VC_A0687,fbpC,ferric ABC transporter ATP-binding protein,0.403233219848295,0.210455915811833
VC_RS16665,VCA0688; VC_A0688,,class I poly(R)-hydroxyalkanoic acid synthase,0.509702973698803,0.0335515383433701
VC_RS16670,VCA0689; VC_A0689,,phasin family protein,1.06527660799319,0.0065923357278547
VC_RS16675,VCA0690; VC_A0690,,acetyl-CoA C-acetyltransferase,0.656955500236226,0.0307468176263361
VC_RS16680,VCA0691; VC_A0691,,SDR family oxidoreductase,1.18804848395373,0.0044325513469169
VC_RS16685,VCA0692; VC_A0692,secF,protein translocase subunit SecF,-0.222398306693223,0.190500789752584
VC_RS16690,VCA0693; VC_A0693,secD,protein translocase subunit SecD,-0.828535917286339,8.72313132594352e-05
VC_RS16695,VCA0694; VC_A0694,,hypothetical protein,-0.0883394308327182,0.651786293114911
VC_RS16700,VCA0695; VC_A0695,,SH3 domain-containing protein,1.7352476244198,5.01784311329354e-06
VC_RS16705,VCA0697; VC_A0697,,sensor domain-containing diguanylate cyclase,-1.05737291217774,0.0005574536318819
VC_RS16710,VCA0699; VC_A0699,glgC,glucose-1-phosphate adenylyltransferase,-1.15441404087746,0.0004581640496924
VC_RS16715,VCA0700; VC_A0700,,chitinase C-terminal domain-containing protein,2.50895674218223,1.17233541966552e-05
VC_RS16720,VCA0702; VC_A0702,,iron-containing alcohol dehydrogenase,1.71482128580502,0.0001739834008917
VC_RS16725,VCA0703; VC_A0703,,lysoplasmalogenase,-0.216394020959637,0.433888112578661
VC_RS16730,VCA0704; VC_A0704,,sigma-54-dependent transcriptional regulator,0.264358026885628,0.255294437053891
VC_RS16735,VCA0705; VC_A0705,,ATP-binding protein,0.349618896492612,0.05757465574824
VC_RS16740,VCA0706; VC_A0706,,ABC transporter substrate-binding protein,0.44756219512493,0.0515407860424068
VC_RS16745,VCA0707; VC_A0707,,MFS transporter,0.651191781719633,0.136157596937053
VC_RS16750,VCA0708; VC_A0708,pyk,pyruvate kinase,0.832421727221555,0.0130443755935684
VC_RS16755,VCA0709; VC_A0709,torS,TMAO reductase system sensor histidine kinase/response regulator TorS,-0.0741243496903475,0.641832703181332
VC_RS16760,VCA0710; VC_A0710,torT,TMAO reductase system periplasmic protein TorT,-0.46158360833388,0.0334560476434114
VC_RS16765,VCA0711; VC_A0711,,methylglyoxal synthase,-0.0945970278507652,0.714253030411692
VC_RS16770,VCA0712; VC_A0712,pncA,bifunctional nicotinamidase/pyrazinamidase,0.160997766879024,0.451049829153355
VC_RS16775,VCA0714; VC_A0714,,diacylglycerol kinase,-1.00936788978976,0.0065677244350141
VC_RS16780,VCA0715; VC_A0715,,PepSY domain-containing protein,-1.87381125163387,0.0755351051940987
VC_RS16785,VCA0716; VC_A0716,,cytochrome b/b6 domain-containing protein,0.476725380010864,0.195094061921723
VC_RS16790,VCA0717; VC_A0717,helD,DNA helicase IV,-0.0983799127829443,0.537926834854647
VC_RS16795,VCA0718; VC_A0718,yccS,YccS family putative transporter,-0.50831593516699,0.0921008149609372
VC_RS16800,VCA0719; VC_A0719,,sensor histidine kinase,0.716838649318654,0.0347502032094184
VC_RS16805,VCA0720; VC_A0720,,heme NO-binding domain-containing protein,0.515106959686493,0.219182128618588
VC_RS16810,VCA0722; VC_A0722,,hypothetical protein,2.63423133767325,4.51483031124271e-08
VC_RS16815,VCA0723; VC_A0723,,hydroxymethylglutaryl-CoA reductase,0.867622929298883,0.0003893130856239
VC_RS16820,VCA0724; VC_A0724,modC,molybdenum ABC transporter ATP-binding protein ModC,0.50237862125881,0.0253406598231102
VC_RS16825,VCA0725; VC_A0725,modB,molybdate ABC transporter permease subunit,-0.0950786334173779,0.784697851565139
VC_RS16830,VCA0726; VC_A0726,modA,molybdate ABC transporter substrate-binding protein,0.168764364603097,0.494974889759319
VC_RS16835,VCA0727; VC_A0727,,cobyric acid synthase,-0.24485370546745,0.0895966029141214
VC_RS16840,VCA0728; VC_A0728,,AAA family ATPase,0.424323601929193,0.0182555926797324
VC_RS16845,VCA0729; VC_A0729,,hypothetical protein,0.0554769838054993,0.814440223137977
VC_RS16850,VCA0730; VC_A0730,,SIR2 family NAD-dependent protein deacylase,0.746803491639319,0.006666828826111
VC_RS16855,VCA0731; VC_A0731,,hypothetical protein,0.380722036871319,0.361252353878296
VC_RS16860,VCA0732; VC_A0732,,YgiW/YdeI family stress tolerance OB fold protein,1.32339842982537,1.5218538659882e-05
VC_RS16865,VCA0734; VC_A0734,,hypothetical protein,-0.364708563881658,0.151394832529647
VC_RS16870,VCA0735; VC_A0735,,PilZ domain-containing protein,0.965693126601073,5.01361659035319e-05
VC_RS16875,VCA0736; VC_A0736,luxQ,quorum-sensing autoinducer 2 sensor kinase/phosphatase LuxQ,0.0585092051243566,0.723101855766279
VC_RS16880,VCA0737; VC_A0737,,autoinducer 2-binding periplasmic protein LuxP,-0.797741369429512,0.0002211831047595
VC_RS16885,VCA0738; VC_A0738,traF,conjugal transfer protein TraF,-0.0270843686826282,0.888622700639577
VC_RS16890,VCA0739; VC_A0739,,GIY-YIG nuclease family protein,0.293936770407945,0.273487439813506
VC_RS16895,VCA0740; VC_A0740,,YceH family protein,-0.404005956730569,0.0135130864551165
VC_RS16900,,,hypothetical protein,-1.06933370085173,0.000894666329535
VC_RS16905,VCA0741; VC_A0741,,DUF496 family protein,-0.949308633355257,0.0038090322764261
VC_RS16910,VCA0743; VC_A0743,,YgjV family protein,-0.804123423508256,0.0223908790307158
VC_RS16915,VCA0744; VC_A0744,glpK,glycerol kinase GlpK,1.49041678417969,1.80651406923891e-05
VC_RS16920,VCA0745; VC_A0745,,MIP/aquaporin family protein,0.422680261883265,0.304951908648311
VC_RS16925,VCA0747; VC_A0747,glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,0.706836062962589,0.0422381392371432
VC_RS16930,VCA0748; VC_A0748,glpB,glycerol-3-phosphate dehydrogenase subunit GlpB,0.676383216505076,0.0046640321091457
VC_RS16935,VCA0749; VC_A0749,glpC,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC,0.806137116895572,0.0143543846669627
VC_RS16940,VCA0751; VC_A0751,,ketoacyl-ACP synthase III,-0.722487353012778,0.0004899959195563
VC_RS16945,VCA0752; VC_A0752,trxC,thioredoxin TrxC,4.66798938918691,8.68996955778626e-08
VC_RS16950,VCA0753; VC_A0753,,MFS transporter,-0.0475649251791161,0.881185272408905
VC_RS16955,VCA0754; VC_A0754,,lipase family protein,0.242253238117594,0.639161713443949
VC_RS16970,VCA0754a,,lactoylglutathione lyase family protein,0.839699487560896,0.0339895768446791
VC_RS16975,VCA0756; VC_A0756,,LysR family transcriptional regulator,1.02142909171488,0.0028539738794837
VC_RS16980,VCA0757; VC_A0757,artM,arginine ABC transporter permease ArtM,-0.650925515598853,0.0151489784112566
VC_RS16985,VCA0758; VC_A0758,artQ,arginine ABC transporter permease ArtQ,-0.508722442178989,0.0636320088049186
VC_RS16990,VCA0759; VC_A0759,,arginine ABC transporter substrate-binding protein,-0.07563005430767,0.7923932293703
VC_RS16995,VCA0760; VC_A0760,artP,arginine ABC transporter ATP-binding protein ArtP,-0.102979387672896,0.627034814753125
VC_RS17005,VCA0762; VC_A0762,viaA,ATPase RavA stimulator ViaA,1.80256305926712,6.38837569693521e-06
VC_RS17010,VCA0763; VC_A0763,,ATPase RavA domain-containing protein,1.67305457150624,1.64080633142828e-06
VC_RS17015,VCA0764; VC_A0764,,NUDIX hydrolase,-1.10236968282424,0.0001083995047917
VC_RS17020,VCA0765; VC_A0765,ltaE,low-specificity L-threonine aldolase,-0.433342117971618,0.0650819109496392
VC_RS17025,VCA0766; VC_A0766,,c-type cytochrome,0.0993647305072761,0.734258512586371
VC_RS17030,VCA0767; VC_A0767,,TetR/AcrR family transcriptional regulator,-0.187359960503142,0.238943730069553
VC_RS17035,VCA0768; VC_A0768,,DEAD/DEAH box helicase,-2.99002492706844,1.81758670201245e-05
VC_RS17040,VCA0769; VC_A0769,,ACP phosphodiesterase,-0.941797674947525,0.0256549439431994
VC_RS17045,VCA0772; VC_A0772,,aromatic amino acid transport family protein,-2.10913086973609,2.38373405469809e-06
VC_RS17050,VCA0773; VC_A0773,,methyl-accepting chemotaxis protein,-0.883145654328596,0.0011814105479828
VC_RS17055,VCA0774; VC_A0774,galE,UDP-glucose 4-epimerase GalE,0.528455945057185,0.0459074680762722
VC_RS17060,VCA0776; VC_A0776,,5-oxoprolinase subunit PxpA,0.356669000111835,0.0653859058765629
VC_RS17065,VCA0777; VC_A0777,,allophanate hydrolase subunit 1,-0.0953092663485327,0.643184747545848
VC_RS17070,VCA0778; VC_A0778,,biotin-dependent carboxyltransferase family protein,-0.375889422824322,0.089120399466565
VC_RS17075,VCA0779; VC_A0779,,FAD-dependent oxidoreductase,-0.0045412284269414,0.982537489748692
VC_RS17080,VCA0780; VC_A0780,,nucleotide sugar dehydrogenase,0.384071769727525,0.119670360701832
VC_RS17085,VCA0781; VC_A0781,,ABC transporter permease,0.463223283545166,0.009498330885493
VC_RS17090,VCA0782; VC_A0782,,ABC transporter ATP-binding protein,0.317200617414616,0.246871613792554
VC_RS17095,VCA0783; VC_A0783,tesA,multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1,-0.164592166206114,0.507267790707237
VC_RS17100,VCA0784; VC_A0784,fabV,enoyl-ACP reductase FabV,-0.541804591376419,0.210455915811833
VC_RS17105,VCA0785; VC_A0785,,sensor domain-containing phosphodiesterase,-0.170661006035843,0.251848161494958
VC_RS17110,VCA0786; VC_A0786,,ABC-ATPase domain-containing protein,-1.18405097600115,1.87609469135801e-05
VC_RS17115,VCA0788; VC_A0788,,DNA-J related domain-containing protein,1.05452150717546,5.95378985950294e-05
VC_RS17120,VCA0789; VC_A0789,,DUF2238 domain-containing protein,-1.49515698487477,5.41427002462465e-06
VC_RS17125,VCA0790; VC_A0790,,tyrosine-type recombinase/integrase,-0.769480095173941,0.0129904701770111
VC_RS17130,VCA0791; VC_A0791,,IS3-like element ISVch4 family transposase,0.609930917575691,0.010001359035704
VC_RS17135,VCA0793; VC_A0793,,Rha family transcriptional regulator,-0.10039848877811,0.770699634535493
VC_RS17140,VCA0794; VC_A0794,,hypothetical protein,-0.53344371342792,0.166342903418429
VC_RS17145,VCA0795; VC_A0795,,recombinase family protein,1.22386365290397,0.0013881046095434
VC_RS17150,,,transcription initiation factor TFIIIB,0.0015905308177832,0.992110668609899
VC_RS17155,VCA0798; VC_A0798,,HAD family hydrolase,-1.06824543672069,0.0030585696373397
VC_RS17160,VCA0799; VC_A0799,,hypothetical protein,-0.427490335363353,0.0046570532465346
VC_RS17165,VCA0800; VC_A0800,,CreA family protein,0.0814591959327004,0.823880831051955
VC_RS17170,VCA0801; VC_A0801,,inosine/guanosine kinase,-1.51872279146385,0.0012993454440897
VC_RS17175,VCA0802; VC_A0802,,LTA synthase family protein,-0.987696621561668,0.0002662825456645
VC_RS17180,VCA0803; VC_A0803,vesA,GlyGly-anchored extracellular serine protease VesA,0.311627213463804,0.36755528778836
VC_RS17185,VCA0804; VC_A0804,,DEAD/DEAH box helicase,-4.71068970208115,1.20457263007605e-06
VC_RS17190,VCA0805; VC_A0805,rnb,exoribonuclease II,-0.901582777087552,1.64307441333168e-05
VC_RS17195,VCA0806; VC_A0806,,DUF3024 domain-containing protein,0.124412142736859,0.74854303701958
VC_RS17200,VCA0807; VC_A0807,,phosphate ABC transporter substrate-binding protein PstS family protein,-0.737486038919003,0.0023548554605911
VC_RS17205,VCA0808; VC_A0808,,MaoC family dehydratase,0.318203366687412,0.1547879783604
VC_RS17210,VCA0809; VC_A0809,,cryptochrome/photolyase family protein,1.12356705024358,0.0071869610476908
VC_RS17215,VCA0811; VC_A0811,gbpA,N-acetylglucosamine-binding protein GbpA,3.27731277319053,5.49752410800483e-07
VC_RS17220,VCA0812; VC_A0812,,serine protease,1.25435225551891,0.003831863020371
VC_RS17225,VCA0813; VC_A0813,,M28 family metallopeptidase,0.733035573934173,0.0202102207716334
VC_RS17230,VCA0814; VC_A0814,speB,agmatinase,0.806881609314793,0.0027558765349509
VC_RS17235,VCA0815; VC_A0815,speA,arginine decarboxylase,0.352971189280429,0.087112317305627
VC_RS17240,VCA0817; VC_A0817,,mechanosensitive ion channel domain-containing protein,-0.399622898639682,0.0727239932129699
VC_RS17245,VCA0818; VC_A0818,,magnesium transporter,-0.608580650001145,0.0073627968839527
VC_RS17250,VCA0819; VC_A0819,,co-chaperone GroES,6.72432765686531,4.11045423406807e-06
VC_RS17255,VCA0820; VC_A0820,groL,chaperonin GroEL,7.15229995555607,5.41427002462465e-06
VC_RS17260,VCA0821; VC_A0821,,hypothetical protein,7.71648234749212,1.5218538659882e-05
VC_RS17265,VCA0822; VC_A0822,,aspartate kinase,-0.0356112778105772,0.890189794211284
VC_RS17270,VCA0823; VC_A0823,,ectoine synthase,0.376702002088429,0.381530359446952
VC_RS17275,VCA0824; VC_A0824,ectB,diaminobutyrate--2-oxoglutarate transaminase,-0.771595237942983,0.0148446309242233
VC_RS17280,VCA0825; VC_A0825,ectA,diaminobutyrate acetyltransferase,-1.70972965615826,0.0001523350840115
VC_RS17285,VCA0827; VC_A0827,,4a-hydroxytetrahydrobiopterin dehydratase,0.99533370070701,0.0004909334957523
VC_RS17290,VCA0828; VC_A0828,phhA,phenylalanine 4-monooxygenase,0.827661100703693,0.008399833467905
VC_RS17295,VCA0829; VC_A0829,,acetoacetate--CoA ligase,0.89105894596391,0.0002157204933257
VC_RS17300,VCA0830; VC_A0830,,LysR family transcriptional regulator,-0.743087464539706,0.0009360993207393
VC_RS17310,VCA0832; VC_A0832,,class I SAM-dependent DNA methyltransferase,0.604135415736572,0.0178682255725625
VC_RS17315,VCA0833; VC_A0833,,LysR family transcriptional regulator,0.326755727124491,0.176292583988007
VC_RS17320,VCA0834; VC_A0834,,cation diffusion facilitator family transporter,-0.257626142230144,0.549827535602732
VC_RS17325,VCA0835; VC_A0835,yddG,aromatic amino acid DMT transporter YddG,-0.275850773155034,0.210636441055642
VC_RS17330,VCA0836; VC_A0836,,sugar O-acetyltransferase,0.537341556473462,0.0173718846601595
VC_RS17335,VCA0837; VC_A0837,,hemolysin family protein,-0.841732664375013,0.0002164063158353
VC_RS17340,VCA0838; VC_A0838,,OsmC family protein,-0.455649944564368,0.0176041161040508
VC_RS17345,VCA0840; VC_A0840,,dCMP deaminase family protein,0.76044214478394,0.0030971888583697
VC_RS17350,VCA0843; VC_A0843,,glyceraldehyde-3-phosphate dehydrogenase,0.0425262979387273,0.889357645631893
VC_RS17355,VCA0845; VC_A0845,,hypothetical protein,0.690035712897668,0.0130069598518006
VC_RS17360,VCA0846; VC_A0846,,LysE family translocator,-0.98440678121668,0.0012798561236269
VC_RS17365,VCA0847; VC_A0847,yjeH,L-methionine/branched-chain amino acid transporter,-1.23934053025614,6.78370029391959e-05
VC_RS17370,VCA0848; VC_A0848,,GGDEF domain-containing protein,0.929139733683095,0.007373715141543
VC_RS17375,VCA0849; VC_A0849,craA,retention module-containing protein,0.178607409923107,0.381321177263
VC_RS17380,VCA0850; VC_A0850,,LytR/AlgR family response regulator transcription factor,1.22308794758383,3.46922987211523e-06
VC_RS17385,VCA0851; VC_A0851,,sensor histidine kinase,1.08576840977909,0.0001334489362256
VC_RS17390,VCA0852; VC_A0852,,hypothetical protein,0.0677117706409518,0.870579197615121
VC_RS17395,VCA0853; VC_A0853,,outer membrane lipoprotein-sorting protein,0.517639598157777,0.252943112894294
VC_RS17400,VCA0854; VC_A0854,,ABC transporter permease,0.419981602719783,0.283619635350221
VC_RS17405,VCA0855; VC_A0855,,ABC transporter ATP-binding protein,0.993853859450589,0.0947112128968233
VC_RS17410,VCA0856; VC_A0856,,hypothetical protein,0.489073902201717,0.414151647382047
VC_RS17415,VCA0859; VC_A0859,,aldo/keto reductase,1.28622434025624,2.46597022451361e-05
VC_RS17420,VCA0860; VC_A0860,,alpha-amylase,0.0036528285601742,0.988700668717116
VC_RS17425,VC_A0861,,hypothetical protein,-1.6491021471311,0.223147326785394
VC_RS17430,VCA0862; VC_A0862,,outer membrane protein transport protein,-3.58702247955496,1.33053205684192e-07
